"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","MINIMUM_ELEVATION_IN_METERS","SPECIFIC_EPITHET","CLASS","SCIENTIFIC_NAME","COUNTRY","EARLIEST_DATE_COLLECTED","NOMENCLATURAL_CODE","CATALOG_NUMBER","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","STATE_PROVINCE","ORDER","CONTINENT","COLLECTION_CODE"
"11762","Campanulaceae","BGBM","rigidum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","2520","rigidum",,"Asyneuma rigidum subsp. rigidum","TR","1999-08-08 00:00:00.0","ICBN","1306",,"Nigde","Campanulales","Asia","B"
"11767","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Alyssum",,"PreservedSpecimen","Magnoliophyta","2520","aurantiacum",,"Alyssum aurantiacum Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1310","Boiss.","Nigde","Capparales","Asia","B"
"11779","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","2450","glumaceum",,"Acantholimon glumaceum (Jaub. & Spach) Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1320","(Jaub. & Spach) Boiss.","Nigde","Plumbaginales","Asia","B"
"11768","Asteraceae","BGBM","argenteum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Tanacetum","Subspecies","PreservedSpecimen","Magnoliophyta","2520","argenteum",,"Tanacetum argenteum subsp. argenteum","TR","1999-08-08 00:00:00.0","ICBN","1311",,"Nigde","Asterales","Asia","B"
"11769","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asteraceae",,"PreservedSpecimen","Magnoliophyta","2520","spec.",,"Asteraceae spec.","TR","1999-08-08 00:00:00.0","ICBN","1312",,"Nigde","Asterales","Asia","B"
"11781","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Stylidium",,"PreservedSpecimen","Magnoliophyta","2450","pilosum",,"Stylidium pilosum Labill.","TR","1999-08-08 00:00:00.0","ICBN","1322","Labill.","Nigde","Cyperales","Asia","B"
"11770","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","2520","incanum",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","TR","1999-08-08 00:00:00.0","ICBN","1313","(Boiss.) Ehrend.","Nigde","Rubiales","Asia","B"
"11811","Liliaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Allium",,"PreservedSpecimen","Magnoliophyta","2400","spec.",,"Allium spec.","TR","1999-06-27 00:00:00.0","ICBN","137",,"Mugla","Liliales","Asia","B"
"11771","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium",,"PreservedSpecimen","Magnoliophyta","2520","cilicicum",,"Galium cilicicum Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1314","Boiss.","Nigde","Rubiales","Asia","B"
"11772","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","2520","lycaonicum",,"Acantholimon lycaonicum Boiss. & Heldr.","TR","1999-08-08 00:00:00.0","ICBN","1315","Boiss. & Heldr.","Nigde","Plumbaginales","Asia","B"
"11773","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2520","condensatus",,"Astragalus condensatus Ledeb.","TR","1999-08-08 00:00:00.0","ICBN","1316","Ledeb.","Nigde","Fabales","Asia","B"
"11774","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2520","condensatus",,"Astragalus condensatus Ledeb.","TR","1999-08-08 00:00:00.0","ICBN","1317","Ledeb.","Nigde","Fabales","Asia","B"
"11813","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Çiçekbaba Tepesi, 1150m","Teucrium",,"PreservedSpecimen","Magnoliophyta","1150","sandrasicum",,"Teucrium sandrasicum O.Schwarz","TR","1999-06-19 00:00:00.0","ICBN","14","O.Schwarz","Mugla","Lamiales","Asia","B"
"11775","Brassicaceae","BGBM","cyclocarpa",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Aurinia","Subspecies","PreservedSpecimen","Magnoliophyta","2520","rupestris",,"Aurinia rupestris subsp. cyclocarpa","TR","1999-08-08 00:00:00.0","ICBN","1318a",,"Nigde","Capparales","Asia","B"
"11777","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","2450","pinifolia",,"Festuca pinifolia var. pinifolia","TR","1999-08-08 00:00:00.0","ICBN","1319",,"Nigde","Cyperales","Asia","B"
"11778","Asteraceae","BGBM","austro-occidentalis",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Centaurea","Subspecies","PreservedSpecimen","Magnoliophyta","2500","drabifolia",,"Centaurea drabifolia subsp. austro-occidentalis Wagenitz","TR","1999-06-27 00:00:00.0","ICBN","132","Wagenitz","Mugla","Asterales","Asia","B"
"11812","Poaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","2400","pinifolia",,"Festuca pinifolia var. pinifolia","TR","1999-06-27 00:00:00.0","ICBN","139",,"Mugla","Cyperales","Asia","B"
"11815","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Crepis",,"PreservedSpecimen","Magnoliophyta","2400","willdenowii",,"Crepis willdenowii Czerep.","TR","1999-08-09 00:00:00.0","ICBN","1400","Czerep.","Adana","Asterales","Asia","B"
"11786","Santalaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Thesium",,"PreservedSpecimen","Magnoliophyta","2310","billardieri",,"Thesium billardieri Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1324x122","Boiss.","Nigde","Santalales","Asia","B"
"11814","Geraniaceae","BGBM","tuberosum",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Geranium","Subspecies","PreservedSpecimen","Magnoliophyta","2400","tuberosum",,"Geranium tuberosum subsp. tuberosum","TR","1999-06-27 00:00:00.0","ICBN","140",,"Mugla","Geraniales","Asia","B"
"11828","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","2400","tragium",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","TR","1999-08-09 00:00:00.0","ICBN","1408","(I. Schischk.) Tutin","Adana","Apiales","Asia","B"
"11829","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Iberis",,"PreservedSpecimen","Magnoliophyta","2400","simplex",,"Iberis simplex DC.","TR","1999-08-09 00:00:00.0","ICBN","1409","DC.","Adana","Capparales","Asia","B"
"11789","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2400","stylosum",,"Aethionema stylosum DC.","TR","1999-08-08 00:00:00.0","ICBN","1327","DC.","Nigde","Capparales","Asia","B"
"11790","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca",,"PreservedSpecimen","Magnoliophyta","2450","valesiaca",,"Festuca valesiaca Schleicher ex Gaudin","TR","1999-08-08 00:00:00.0","ICBN","1328","Schleicher ex Gaudin","Nigde","Cyperales","Asia","B"
"11791","Poaceae","BGBM","anatolica",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca","Subspecies","PreservedSpecimen","Magnoliophyta","2450","anatolica",,"Festuca anatolica subsp. anatolica","TR","1999-08-08 00:00:00.0","ICBN","1329",,"Nigde","Cyperales","Asia","B"
"11792","Geraniaceae","BGBM","tuberosum",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Geranium","Subspecies","PreservedSpecimen","Magnoliophyta","2500","tuberosum",,"Geranium tuberosum subsp. tuberosum","TR","1999-06-27 00:00:00.0","ICBN","133",,"Mugla","Geraniales","Asia","B"
"11841","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Sesleria",,"PreservedSpecimen","Magnoliophyta","2400","alba",,"Sesleria alba Sm.","TR","1999-08-09 00:00:00.0","ICBN","1418","Sm.","Adana","Cyperales","Asia","B"
"11794","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2400","iberideum",,"Aethionema iberideum (Boiss.) Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1331","(Boiss.) Boiss.","Nigde","Capparales","Asia","B"
"11816","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Crepis",,"PreservedSpecimen","Magnoliophyta","2490","willdenowii",,"Crepis willdenowii Czerep.","TR","1999-08-09 00:00:00.0","ICBN","1400x131","Czerep.","Adana","Asterales","Asia","B"
"11820","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","2490","stricta",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","TR","1999-08-09 00:00:00.0","ICBN","1403x131","Schönb.-Tem.","Adana","Rubiales","Asia","B"
"11827","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m","Asyneuma",,"PreservedSpecimen","Magnoliophyta","2510","lobelioides",,"Asyneuma lobelioides (Willd.) Hand.-Mazz.","TR","1999-08-09 00:00:00.0","ICBN","1407x133","(Willd.) Hand.-Mazz.","Adana","Campanulales","Asia","B"
"11799","Papaveraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Papaver",,"PreservedSpecimen","Magnoliophyta","2310","polychaetum",,"Papaver polychaetum Schott & Kotschy","TR","1999-08-08 00:00:00.0","ICBN","1336","Schott & Kotschy","Nigde","Papaverales","Asia","B"
"11843","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Ziziphora",,"PreservedSpecimen","Magnoliophyta","2400","clinopodioides",,"Ziziphora clinopodioides Lam.","TR","1999-06-27 00:00:00.0","ICBN","142","Lam.","Mugla","Lamiales","Asia","B"
"11800","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Dianthus",,"PreservedSpecimen","Magnoliophyta","2310","floribundus",,"Dianthus floribundus Boiss.","TR","1999-08-08 00:00:00.0","ICBN","1337","Boiss.","Nigde","Caryophyllales","Asia","B"
"11846","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Thymus",,"PreservedSpecimen","Magnoliophyta","2490","brachychilus",,"Thymus brachychilus Jalas","TR","1999-08-09 00:00:00.0","ICBN","1422","Jalas","Adana","Lamiales","Asia","B"
"11801","Fabaceae","BGBM","2",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus",,"PreservedSpecimen","Magnoliophyta","2310","spec.",,"Astragalus spec.","TR","1999-08-08 00:00:00.0","ICBN","1338",,"Nigde","Fabales","Asia","B"
"11858","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","2500","libanotica",,"Gypsophila libanotica Boiss.","TR","1999-08-09 00:00:00.0","ICBN","1431","Boiss.","Adana","Caryophyllales","Asia","B"
"11802","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Cotoneaster",,"PreservedSpecimen","Magnoliophyta","2310","nummularia",,"Cotoneaster nummularia J.C.Fisch. & C.A.Mey.","TR","1999-08-08 00:00:00.0","ICBN","1339","J.C.Fisch. & C.A.Mey.","Nigde","Rosales","Asia","B"
"11803","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Ranunculus",,"PreservedSpecimen","Magnoliophyta","2250","brevifolius",,"Ranunculus brevifolius Ten.","TR","1999-07-04 00:00:00.0","ICBN","133x20","Ten.","Antalya","Ranunculales","Asia","B"
"11804","Papaveraceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Corydalis",,"PreservedSpecimen","Magnoliophyta","2500","cf. erdelii",,"Corydalis cf. erdelii Zucc.","TR","1999-06-27 00:00:00.0","ICBN","134","Zucc.","Mugla","Papaverales","Asia","B"
"11867","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m","Crepis",,"PreservedSpecimen","Magnoliophyta","2510","armena",,"Crepis armena DC.","TR","1999-08-09 00:00:00.0","ICBN","1439","DC.","Adana","Asterales","Asia","B"
"11805","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","2310","taurica",,"Asphodeline taurica (Pall.) Kunth","TR","1999-08-08 00:00:00.0","ICBN","1340","(Pall.) Kunth","Nigde","Liliales","Asia","B"
"11868","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Crepis",,"PreservedSpecimen","Magnoliophyta","2600","armena",,"Crepis armena DC.","TR","1999-08-09 00:00:00.0","ICBN","1439ax135","DC.","Adana","Asterales","Asia","B"
"11830","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","2400","herniariifolia",,"Euphorbia herniariifolia var. glaberrima Hal.","TR","1999-06-27 00:00:00.0","ICBN","141","Hal.","Mugla","Euphorbiales","Asia","B"
"11831","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Cruciata",,"PreservedSpecimen","Magnoliophyta","2400","taurica",,"Cruciata taurica (Pall. ex Willd.) Ehrend.","TR","1999-08-09 00:00:00.0","ICBN","1410","(Pall. ex Willd.) Ehrend.","Adana","Rubiales","Asia","B"
"11832","Cistaceae","BGBM","canum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Helianthemum","Subspecies","PreservedSpecimen","Magnoliophyta","2400","oelandicum",,"Helianthemum oelandicum subsp. canum (L.) Bonnier","TR","1999-08-09 00:00:00.0","ICBN","1411","(L.) Bonnier","Adana","Violales","Asia","B"
"11833","Caryophyllaceae","BGBM","cf. masmenaea",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Silene","Subspecies","PreservedSpecimen","Magnoliophyta","2400","caryophylloides",,"Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen","TR","1999-08-09 00:00:00.0","ICBN","1412","(Boiss.) Coode & Cullen","Adana","Caryophyllales","Asia","B"
"11834","Asteraceae","BGBM","moschus",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Jurinella","Subspecies","PreservedSpecimen","Magnoliophyta","2400","moschus",,"Jurinella moschus subsp. moschus","TR","1999-08-09 00:00:00.0","ICBN","1413",,"Adana","Asterales","Asia","B"
"11817","Linaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Linum",,"PreservedSpecimen","Magnoliophyta","2400","obtusatum",,"Linum obtusatum (Boiss.) Stapf","TR","1999-08-09 00:00:00.0","ICBN","1401","(Boiss.) Stapf","Adana","Linales","Asia","B"
"11818","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","2400","limonifolium",,"Asyneuma limonifolium subsp. limonifolium","TR","1999-08-09 00:00:00.0","ICBN","1402",,"Adana","Campanulales","Asia","B"
"11819","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","2400","stricta",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","TR","1999-08-09 00:00:00.0","ICBN","1403","Schönb.-Tem.","Adana","Rubiales","Asia","B"
"11875","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, 2800m","Aubrieta",,"PreservedSpecimen","Magnoliophyta","2800","deltoidea",,"Aubrieta deltoidea (L.) DC.","TR","1999-06-27 00:00:00.0","ICBN","145","(L.) DC.","Mugla","Capparales","Asia","B"
"11837","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Arenaria","Variety","PreservedSpecimen","Magnoliophyta","2600","ledebouriana",,"Arenaria ledebouriana var. ledebouriana","TR","1999-08-09 00:00:00.0","ICBN","1414x135",,"Adana","Caryophyllales","Asia","B"
"11821","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","2400","zonatus",,"Dianthus zonatus var. zonatus","TR","1999-08-09 00:00:00.0","ICBN","1404",,"Adana","Caryophyllales","Asia","B"
"11822","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","2490","zonatus",,"Dianthus zonatus var. zonatus","TR","1999-08-09 00:00:00.0","ICBN","1404x131",,"Adana","Caryophyllales","Asia","B"
"11823","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Erysimum",,"PreservedSpecimen","Magnoliophyta","2400","kotschyanum",,"Erysimum kotschyanum Gay","TR","1999-08-09 00:00:00.0","ICBN","1405","Gay","Adana","Capparales","Asia","B"
"11824","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","2400","reuterana",,"Centaurea reuterana var. phrygia Bornm.","TR","1999-08-09 00:00:00.0","ICBN","1406","Bornm.","Adana","Asterales","Asia","B"
"11825","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","2600","reuterana",,"Centaurea reuterana var. phrygia Bornm.","TR","1999-08-09 00:00:00.0","ICBN","1406x135","Bornm.","Adana","Asterales","Asia","B"
"11826","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Arenaria",,"PreservedSpecimen","Magnoliophyta","2400","acerosa",,"Arenaria acerosa Boiss.","TR","1999-08-09 00:00:00.0","ICBN","1407","Boiss.","Adana","Caryophyllales","Asia","B"
"11838","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","2400","falcatum",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","TR","1999-08-09 00:00:00.0","ICBN","1415","(Ten.) Arc.","Adana","Apiales","Asia","B"
"11839","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","2400","lycaonicum",,"Acantholimon lycaonicum Boiss. & Heldr.","TR","1999-08-09 00:00:00.0","ICBN","1416","Boiss. & Heldr.","Adana","Plumbaginales","Asia","B"
"11842","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Astragalus","Variety","PreservedSpecimen","Magnoliophyta","2490","lineatus",,"Astragalus lineatus var. lineatus","TR","1999-08-09 00:00:00.0","ICBN","1419",,"Adana","Fabales","Asia","B"
"11844","Asteraceae","BGBM","anatolica",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Anthemis","Subspecies","PreservedSpecimen","Magnoliophyta","2490","cretica",,"Anthemis cretica subsp. anatolica (Boiss.) Grierson","TR","1999-08-09 00:00:00.0","ICBN","1420","(Boiss.) Grierson","Adana","Asterales","Asia","B"
"11876","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m","Scorzonera",,"PreservedSpecimen","Magnoliophyta","2100","cinerea",,"Scorzonera cinerea Boiss.","TR","1999-08-10 00:00:00.0","ICBN","1450","Boiss.","Nigde","Asterales","Asia","B"
"11835","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Arenaria","Variety","PreservedSpecimen","Magnoliophyta","2400","ledebouriana",,"Arenaria ledebouriana var. ledebouriana","TR","1999-08-09 00:00:00.0","ICBN","1414",,"Adana","Caryophyllales","Asia","B"
"11836","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Arenaria","Variety","PreservedSpecimen","Magnoliophyta","2490","ledebouriana",,"Arenaria ledebouriana var. ledebouriana","TR","1999-08-09 00:00:00.0","ICBN","1414x131",,"Adana","Caryophyllales","Asia","B"
"11860","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2100","oppositifolium",,"Aethionema oppositifolium (Pers.) Hedge","TR","1999-08-10 00:00:00.0","ICBN","1433","(Pers.) Hedge","Nigde","Capparales","Asia","B"
"11845","Brassicaceae","BGBM","bruniifolia",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Draba","Subspecies","PreservedSpecimen","Magnoliophyta","2490","bruniifolia",,"Draba bruniifolia subsp. bruniifolia","TR","1999-08-09 00:00:00.0","ICBN","1421",,"Adana","Capparales","Asia","B"
"11880","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m","Alyssum",,"PreservedSpecimen","Magnoliophyta","2100","aurantiacum",,"Alyssum aurantiacum Boiss.","TR","1999-08-10 00:00:00.0","ICBN","1454","Boiss.","Nigde","Capparales","Asia","B"
"11849","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","2490","cana",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","TR","1999-08-09 00:00:00.0","ICBN","1424","(Boiss.) D.F.Chamb.","Adana","Asterales","Asia","B"
"11878","Linaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m","Linum",,"PreservedSpecimen","Magnoliophyta","2100","tenuifolium",,"Linum tenuifolium L.","TR","1999-08-10 00:00:00.0","ICBN","1452","L.","Nigde","Linales","Asia","B"
"11840","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","2400","libanotica",,"Elytrigia libanotica (Hack.) J.Holub.","TR","1999-08-09 00:00:00.0","ICBN","1417","(Hack.) J.Holub.","Adana","Cyperales","Asia","B"
"11850","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Minuartia",,"PreservedSpecimen","Magnoliophyta","2490","leucocephala",,"Minuartia leucocephala (Boiss.) Mattf.","TR","1999-08-09 00:00:00.0","ICBN","1425","(Boiss.) Mattf.","Adana","Caryophyllales","Asia","B"
"11854","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","2490","alpina",,"Poa alpina subsp. fallax F.Herm.","TR","1999-08-09 00:00:00.0","ICBN","1428","F.Herm.","Adana","Cyperales","Asia","B"
"11859","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2500","capitatum",,"Aethionema capitatum Boiss. & Balansa","TR","1999-08-09 00:00:00.0","ICBN","1432","Boiss. & Balansa","Adana","Capparales","Asia","B"
"11863","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","2400","oppositifolium",,"Aethionema oppositifolium (Pers.) Hedge","TR","1999-08-09 00:00:00.0","ICBN","1436","(Pers.) Hedge","Adana","Capparales","Asia","B"
