"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"6389","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Allium scorodoprasum subsp. rotundum (L.) Stearn","Markus Döring","Liliales","1262x118","Allium","1999-08-07 00:00:00.0","Asia","PreservedSpecimen","rotundum","Liliaceae","TR","Plantae","Adana","2600","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","scorodoprasum","35.12990"
"6390","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Orobanche caryophyllacea Sm.","Markus Döring","Scrophulariales","1263","Orobanche","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Orobanchaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","caryophyllacea","35.12990"
"6391","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Scutellaria salviifolia Benth.","Markus Döring","Lamiales","1264","Scutellaria","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","salviifolia","35.12990"
"6392","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Vicia alpestris subsp. hypoleuca (Boiss. & Noe) P.H. Davis","Markus Döring","Fabales","1265","Vicia","1999-08-07 00:00:00.0","Asia","PreservedSpecimen","hypoleuca","Fabaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","alpestris","35.12990"
"6393","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Cruciata taurica (Pall. ex Willd.) Ehrend.","Markus Döring","Rubiales","1266","Cruciata","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","taurica","35.12990"
"6394","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Coluteocarpus vesicaria subsp. vesicaria","Markus Döring","Capparales","1267","Coluteocarpus","1999-08-07 00:00:00.0","Asia","PreservedSpecimen","vesicaria","Brassicaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","vesicaria","35.12990"
"6395","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Rosa pulverulenta M.Bieb.","Markus Döring","Rosales","1268","Rosa","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","pulverulenta","35.12990"
"6396","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Cerasus prostrata var. prostrata","Markus Döring","Rosales","1269","Cerasus","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","prostrata","35.12990"
"6397","ICBN","Lycian Akdaglari above Gömbe, around Yesil Göl, 1810m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","126x","Marrubium","1999-06-28 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Mugla","1810","BGBM","Magnoliophyta","36.55700","Markus Döring",,"B","bourgaei","29.61400"
"6398","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","126x15","Marrubium","1999-07-02 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Antalya","2300","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","bourgaei","30.10000"
"6399","ICBN","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","126x25","Marrubium","1999-07-08 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Antalya","2000","BGBM","Magnoliophyta","36.53800","Markus Döring",,"B","bourgaei","30.43200"
"6400","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Marrubium bourgaei subsp. bourgaei","Markus Döring","Lamiales","126x8","Marrubium","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","bourgaei","Lamiaceae","TR","Plantae","Mugla","2400","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","bourgaei","29.63000"
"6401","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Astragalus angustifolius var. violascens Boiss.","Markus Döring","Fabales","127","Astragalus","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","angustifolius","29.63000"
"6402","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Verbascum spec.","Markus Döring","Scrophulariales","1270","Verbascum","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2450","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","spec.","35.12990"
"6403","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Silene chlorifolia Sm.","Markus Döring","Caryophyllales","1271","Silene","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","chlorifolia","35.12990"
"6404","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Linaria corifolia Desf.","Markus Döring","Scrophulariales","1272","Linaria","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","corifolia","35.12990"
"6405","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Astragalus plumosus var. akardaghicus (Eig) D.F.Chamb. & Matthews","Markus Döring","Fabales","1273","Astragalus","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","plumosus","35.12990"
"6406","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Veronica tauricola Bornm.","Markus Döring","Scrophulariales","1274","Veronica","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","tauricola","35.12990"
"6407","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Astragalus chrysochlorus Boiss. & Kotschy","Markus Döring","Fabales","1275","Astragalus","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","chrysochlorus","35.12990"
"6408","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Silene pruinosa Boiss.","Markus Döring","Caryophyllales","1276","Silene","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","pruinosa","35.12990"
"6409","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Onosma roussaei DC.","Markus Döring","Lamiales","1277","Onosma","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Boraginaceae","TR","Plantae","Adana","2500","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","roussaei","35.12990"
"6410","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Centaurea mucronifera DC.","Markus Döring","Asterales","1278","Centaurea","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2550","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","mucronifera","35.12990"
"6411","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Berberis crataegina DC.","Markus Döring","Ranunculales","1279","Berberis","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Berberidaceae","TR","Plantae","Adana","2450","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","crataegina","35.12990"
"6412","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","128","Scorzonera","1999-06-27 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","cana","29.63000"
"6413","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Ziziphora clinopodioides Lam.","Markus Döring","Lamiales","1280","Ziziphora","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Adana","2550","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","clinopodioides","35.12990"
"6414","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Dianthus zonatus var. zonatus","Markus Döring","Caryophyllales","1281","Dianthus","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2550","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","zonatus","35.12990"
"6415","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Hypericum aviculariifolium var. depilatum","Markus Döring","Malpighiales","1282","Hypericum","1999-08-07 00:00:00.0","Asia","PreservedSpecimen","depilatum","Hypericaceae","TR","Plantae","Adana","2600","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","aviculariifolium","35.12990"
"6416","ICBN","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Hieracium pannosum Boiss.","Markus Döring","Asterales","1283","Hieracium","1999-08-07 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2450","BGBM","Magnoliophyta","37.82980","Markus Döring",,"B","pannosum","35.12990"
"6417","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Bunium microcarpum subsp. microcarpum","Markus Döring","Apiales","129","Bunium","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","microcarpum","Apiaceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","microcarpum","29.63000"
"6418","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Asyneuma linifolium subsp. linifolium","Markus Döring","Campanulales","130","Asyneuma","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","linifolium","Campanulaceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","linifolium","29.63000"
"6419","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Marrubium globosum subsp. globosum","Markus Döring","Lamiales","1300","Marrubium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","globosum","Lamiaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","globosum","35.15200"
"6420","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","noch unbestimmt !!!","Markus Döring",,"1301","noch unbestimmt !!!","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Nigde","2520","BGBM",,"37.90000","Markus Döring",,"B",,"35.15200"
"6421","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Poa bulbosa agg. L.","Markus Döring","Cyperales","1302","Poa","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","bulbosa agg.","35.15200"
"6422","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","1303","Bromus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","tomentellus","35.15200"
"6423","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Verbascum spec.","Markus Döring","Scrophulariales","1304","Verbascum","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","spec.","35.15200"
"6424","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Potentilla meyeri Boiss.","Markus Döring","Rosales","1305","Potentilla","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","meyeri","35.15200"
"6425","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asyneuma rigidum subsp. rigidum","Markus Döring","Campanulales","1306","Asyneuma","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","rigidum","Campanulaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","rigidum","35.15200"
"6426","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Salvia argentea L.","Markus Döring","Lamiales","1307","Salvia","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","argentea","35.15200"
"6427","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Veronica thymoides subsp. hasandaghensis M.A.Fischer","Markus Döring","Scrophulariales","1308","Veronica","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","hasandaghensis","Scrophulariaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","thymoides","35.15200"
"6428","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Polygonum arenastrum Bor.","Markus Döring","Polygonales","1309","Polygonum","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Polygonaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","arenastrum","35.15200"
"6429","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","Markus Döring","Capparales","131","Arabis","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","brevifolia","Brassicaceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","alpina","29.63000"
"6430","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Alyssum aurantiacum Boiss.","Markus Döring","Capparales","1310","Alyssum","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","aurantiacum","35.15200"
"6431","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Tanacetum argenteum subsp. argenteum","Markus Döring","Asterales","1311","Tanacetum","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","argenteum","Asteraceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","argenteum","35.15200"
"6432","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asteraceae spec.","Markus Döring","Asterales","1312","Asteraceae","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","spec.","35.15200"
"6433","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium incanum subsp. elatius (Boiss.) Ehrend.","Markus Döring","Rubiales","1313","Galium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","elatius","Rubiaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","incanum","35.15200"
"6434","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium cilicicum Boiss.","Markus Döring","Rubiales","1314","Galium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","cilicicum","35.15200"
"6435","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Acantholimon lycaonicum Boiss. & Heldr.","Markus Döring","Plumbaginales","1315","Acantholimon","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","lycaonicum","35.15200"
"6436","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus condensatus Ledeb.","Markus Döring","Fabales","1316","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","condensatus","35.15200"
"6437","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus condensatus Ledeb.","Markus Döring","Fabales","1317","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","condensatus","35.15200"
"6438","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2520m","Aurinia rupestris subsp. cyclocarpa","Markus Döring","Capparales","1318a","Aurinia","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","cyclocarpa","Brassicaceae","TR","Plantae","Nigde","2520","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","rupestris","35.15200"
"6439","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Carex spec.","Markus Döring","Cyperales","1318b","Carex","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Cyperaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","spec.","35.15200"
"6440","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca pinifolia var. pinifolia","Markus Döring","Cyperales","1319","Festuca","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","pinifolia","35.15200"
"6441","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Centaurea drabifolia subsp. austro-occidentalis Wagenitz","Markus Döring","Asterales","132","Centaurea","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","austro-occidentalis","Asteraceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","drabifolia","29.63000"
"6442","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Acantholimon glumaceum (Jaub. & Spach) Boiss.","Markus Döring","Plumbaginales","1320","Acantholimon","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","glumaceum","35.15200"
"6443","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Dianthus goerkii Hartvig & Strid","Markus Döring","Caryophyllales","1321","Dianthus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","goerkii","35.15200"
"6444","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Stylidium pilosum Labill.","Markus Döring","Cyperales","1322","Stylidium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","pilosum","35.15200"
"6445","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","noch unbestimmt !!!","Markus Döring",,"1322x122","noch unbestimmt !!!","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Nigde","2310","BGBM",,"37.90000","Markus Döring",,"B",,"35.15200"
"6446","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Astragalus lanatus Lab.","Markus Döring","Fabales","1323","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","lanatus","35.15200"
"6447","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus haussknechtii Bunge","Markus Döring","Fabales","1323x122","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","haussknechtii","35.15200"
"6448","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Thesium billardieri Boiss.","Markus Döring","Santalales","1324","Thesium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","billardieri","35.15200"
"6449","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Thesium billardieri Boiss.","Markus Döring","Santalales","1324x122","Thesium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","billardieri","35.15200"
"6450","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Campanula stricta var. libanotica (A. DC.) Boiss.","Markus Döring","Campanulales","1325","Campanula","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","stricta","35.15200"
"6451","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema iberideum (Boiss.) Boiss.","Markus Döring","Capparales","1326","Aethionema","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","iberideum","35.15200"
"6452","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema stylosum DC.","Markus Döring","Capparales","1327","Aethionema","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","stylosum","35.15200"
"6453","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca valesiaca Schleicher ex Gaudin","Markus Döring","Cyperales","1328","Festuca","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","valesiaca","35.15200"
"6454","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca anatolica subsp. anatolica","Markus Döring","Cyperales","1329","Festuca","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","anatolica","Poaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","anatolica","35.15200"
"6455","ICBN","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Geranium tuberosum subsp. tuberosum","Markus Döring","Geraniales","133","Geranium","1999-06-27 00:00:00.0","Asia","PreservedSpecimen","tuberosum","Geraniaceae","TR","Plantae","Mugla","2500","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","tuberosum","29.63000"
"6456","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2450m","Allium tauricola Boiss.","Markus Döring","Liliales","1330","Allium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Nigde","2450","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","tauricola","35.15200"
"6457","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema iberideum (Boiss.) Boiss.","Markus Döring","Capparales","1331","Aethionema","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","iberideum","35.15200"
"6458","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Koeleria macrantha (Ledeb.) Schult.","Markus Döring","Cyperales","1332","Koeleria","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","macrantha","35.15200"
"6459","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Erodium cedrorum subsp. cedrorum","Markus Döring","Geraniales","1333","Erodium","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","cedrorum","Geraniaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","cedrorum","35.15200"
"6460","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Euphorbia herniariifolia var. glaberrima Hal.","Markus Döring","Euphorbiales","1334","Euphorbia","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","herniariifolia","35.15200"
"6461","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2400m","Astragalus angustifolius subsp. angustifolius","Markus Döring","Fabales","1335","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Nigde","2400","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","angustifolius","35.15200"
"6462","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Papaver polychaetum Schott & Kotschy","Markus Döring","Papaverales","1336","Papaver","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Papaveraceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","polychaetum","35.15200"
"6463","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Dianthus floribundus Boiss.","Markus Döring","Caryophyllales","1337","Dianthus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","floribundus","35.15200"
"6464","ICBN","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus spec.","Markus Döring","Fabales","1338","Astragalus","1999-08-08 00:00:00.0","Asia","PreservedSpecimen","2","Fabaceae","TR","Plantae","Nigde","2310","BGBM","Magnoliophyta","37.90000","Markus Döring",,"B","spec.","35.15200"
