Locality	CollectionCode	DecimalLongitude	ScientificName	MinimumElevationInMeters	GUID	Kingdom	InstitutionCode	BasisOfRecord	Class	Country	StateProvince	CatalogNumber	Genus	SpecificEpithet	Order	DecimalLatitude	Family	InfraspecificEpithet	NomenclaturalCode	Phylum	Continent	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Festuca valesiaca Schleicher ex Gaudin	2500	ab9a8bab-854f-4119-85ba-d073fb14eb87-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	383	Festuca	valesiaca	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Sedum album L.	2500	3257de9f-25e9-4550-887c-c4a73c75e8a3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	384	Sedum	album	Rosales	36.82400	Crassulaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	2500	15945b80-5cc9-41bf-aa16-63086f534b51-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	385	Asyneuma	virgatum	Campanulales	36.82400	Campanulaceae	cichoriiforme	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Bunium microcarpum subsp. microcarpum	2500	93572836-e422-4f62-b3c0-539178bd7562-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	386	Bunium	microcarpum	Apiales	36.82400	Apiaceae	microcarpum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Bromus tomentellus subsp. tomentellus	2500	c592236d-308a-41c4-927c-5526fb04aa34-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	387	Bromus	tomentellus	Cyperales	36.82400	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Allium flavum var. tauricum	2500	f70f8461-cd5b-4a3b-a679-8065812a94c7-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	388	Allium	flavum	Liliales	36.82400	Liliaceae	tauricum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Poa alpina subsp. fallax F.Herm.	2500	73cfd79b-fdc0-4b5c-bc91-3e0644eb00ef-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	389	Poa	alpina	Cyperales	36.82400	Poaceae	fallax	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Poa bulbosa agg. L.	2500	47a01a8c-93c0-4e2e-82e3-1719506dc352-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	390	Poa	bulbosa agg.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Orobanche laevis L.	2500	a8a87106-15c8-46f0-8eea-689a08501d79-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	391	Orobanche	laevis	Scrophulariales	36.82400	Orobanchaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Silene rhynchocarpa Boiss.	2500	49fdc350-d318-4a2c-a093-c1a0a2b59574-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	392	Silene	rhynchocarpa	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Astragalus angustifolius subsp. angustifolius	2500	ee87dd82-5064-4a83-b70d-aba21495e3a9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	393	Astragalus	angustifolius	Fabales	36.82400	Fabaceae	angustifolius	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Centaurea bourgaei Boiss.	2450	1a1cac71-5614-4ba0-bfc0-a3819c61b106-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	394	Centaurea	bourgaei	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Marrubium bourgaei subsp. bourgaei	2450	2c5c2a69-20fd-4ba0-9144-8d2899098656-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	395	Marrubium	bourgaei	Lamiales	36.82400	Lamiaceae	bourgaei	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Marrubium bourgaei subsp. bourgaei	2450	5fcc45c6-cff2-40a7-9fb2-ab29e9d20dc0-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	395x31	Marrubium	bourgaei	Lamiales	36.82400	Lamiaceae	bourgaei	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Thesium arvense Horv.	2450	6fc6e441-3bf6-4e40-bf6e-85f4d1b7acaf-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	396	Thesium	arvense	Santalales	36.82400	Santalaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	2500	4ca37bc1-01b4-4a0c-8d1f-62e54256c94b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	397	Asyneuma	virgatum	Campanulales	36.82400	Campanulaceae	cichoriiforme	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Taraxacum spec.	2450	469cb608-d64e-4acc-8791-7f7a0b63ac48-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	397x31	Taraxacum	spec.	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Lactuca intricata Boiss.	2450	e3b9f6ed-a513-438a-bda1-0d653f1676cf-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	398	Lactuca	intricata	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Myosotis alpestris subsp. alpestris	2450	4a13b184-0e91-4495-a6ce-c61c7eaa096f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	399	Myosotis	alpestris	Lamiales	36.82400	Boraginaceae	alpestris	ICBN	Magnoliophyta	Asia	
Sandras Dagi25km before Köyegiz Göki. N 37°00´92´´ O 28°28´57´´\n, 20m	B	28.48200	Alyssum corsicum Duby	20	5ae77df8-f3dd-45b9-bf10-f86db2ba0bd4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	4	Alyssum	corsicum	Capparales	37.02500	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Aubrieta deltoidea (L.) DC.	2450	0caf4849-a801-4137-8d3a-21be798cb054-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	400	Aubrieta	deltoidea	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Veronica cuneifolia subsp. cuneifolia	2450	15172977-4f4c-4baf-aea2-4ead3acd280a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	401	Veronica	cuneifolia	Scrophulariales	36.82400	Scrophulariaceae	cuneifolia	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Cruciata taurica (Pall. ex Willd.) Ehrend.	2450	9626e683-130c-47b9-8b0a-2bd496c6f28b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	402	Cruciata	taurica	Rubiales	36.82400	Rubiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Erysimum pallidum Boiss.	2450	121a2580-b627-4ee2-874e-57567d474b14-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	403	Erysimum	pallidum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Erysimum pallidum Boiss.	2450	96c3dd89-8ea7-4614-91c6-515aadb6c07b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	404	Erysimum	pallidum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	2450	8c1bd364-69ca-4b83-a7eb-48792d13a454-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	405	Centaurea	pichleri	Asterales	36.82400	Asteraceae	extrarosularis	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Alyssum aurantiacum Boiss.	2450	dcbad5f0-8345-4d9a-858a-add2a2898262-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	406	Alyssum	aurantiacum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Thymus sipyleus var. davisianus Ronniger	2450	2d1dee93-957c-4eee-b57e-7f2bf7dd567a-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	407	Thymus	sipyleus	Lamiales	36.82400	Lamiaceae	sipyleus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Cuscuta palaestina subsp. balansae (Yunck.) Plitmann	2450	0be7baf0-c928-4430-9ddc-949fe7b4ad71-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	408	Cuscuta	palaestina	Solanales	36.82400	Cuscutaceae	balansae	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Galium incanum subsp. elatius (Boiss.) Ehrend.	2450	5816da8a-05ae-4634-a0e8-b721cd46a2ce-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	409	Galium	incanum	Rubiales	36.82400	Rubiaceae	elatius	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Astragalus angustifolius subsp. angustifolius	2450	662e7436-a2b2-4831-a0dd-18ff29ed4366-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	410	Astragalus	angustifolius	Fabales	36.82400	Fabaceae	angustifolius	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Astragalus microcephalus Willd.	2450	4894c856-9fd5-4e21-b9f4-d93539a646ec-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	411	Astragalus	microcephalus	Fabales	36.82400	Fabaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Acantholimon puberulum var. puberulum	2450	f89349ef-bef9-476b-b12c-45fbe57c1cb3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	412	Acantholimon	puberulum	Plumbaginales	36.82400	Plumbaginaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	noch unbestimmt !!!	2450	4210dcb4-ea6e-453a-bff3-5803173aed44-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	413	noch unbestimmt !!!			36.82400	unbekannt		ICBN		Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Verbascum pestalozzae Boiss.	2500	6a4a0dc9-7777-44b5-9b59-2ef3633c1cde-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	414	Verbascum	pestalozzae	Scrophulariales	36.82400	Scrophulariaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Dianthus zonatus var. hypochlorus (Boiss. & Heldr.) Reeve	2500	77697d49-b9dc-4939-a0d9-a086753e238b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	415	Dianthus	zonatus	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Sideritis libanotica subsp. linearis (Benth.) Bornm.	2500	8fae0135-e5e9-4909-893f-b505e6e3cfd1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	416	Sideritis	libanotica	Lamiales	36.82400	Lamiaceae	linearis	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Draba bruniifolia var. nana (Stapf) Schulz	2500	d0993b48-22ab-4b1b-80a6-288acadc386b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	417	Draba	bruniifolia	Capparales	36.82400	Brassicaceae	heterocoma	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Anthemis cretica subsp. anatolica (Boiss.) Grierson	2500	5ac1b016-3623-4194-8c19-3e5d40116897-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	418	Anthemis	cretica	Asterales	36.82400	Asteraceae	anatolica	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Aethionema cordatum (Desf.) Boiss.	2500	92472335-5cdc-4cba-8bd8-f57f9801f625-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	419	Aethionema	cordatum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Çiçekbaba Tepesi, 1780m	B	28.80000	Polygala anatolica Boiss. & Heldr.	1780	f9431cd0-007c-431d-8363-0745fa211495-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	42	Polygala	anatolica	Polygalales	37.07000	Polygalaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Muscari cf. neglectum / armeniacum / bourgaei	2500	20a90d45-6b58-443b-9982-af5984b29e79-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	420	Muscari	cf. neglectum / armeniacum / bourgaei	Liliales	36.82400	Liliaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Asyneuma lobelioides (Willd.) Hand.-Mazz.	2500	13232659-5459-4339-b839-2e1579ff076e-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	421	Asyneuma	lobelioides	Campanulales	36.82400	Campanulaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Alkanna areolata var. areolata	2500	cf00f8d6-efd9-4e5b-bdc0-317e16ba6506-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	422	Alkanna	areolata	Lamiales	36.82400	Boraginaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Centaurea luschaniana Heimerl	2500	02371e88-85d2-4d27-8eae-504c62249ca2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	423	Centaurea	luschaniana	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Erysimum kotschyanum Gay	2500	32c7f5fc-48fc-4338-a352-0155dce19511-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	424	Erysimum	kotschyanum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m	B	30.33700	Arabis nova Vill.	2490	b95462ae-c91a-47b2-8c57-5515dec92358-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	424x33	Arabis	nova	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Arabis nova Vill.	2500	5d824597-b891-46b3-91d5-f4e9dd2612f5-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	424x34	Arabis	nova	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m	B	30.33700	Bromus tomentellus subsp. tomentellus	2400	f2352509-f240-4460-ba7c-1353e36cbe82-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	425	Bromus	tomentellus	Cyperales	36.82400	Poaceae	tomentellus	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m	B	30.33700	noch unbestimmt !!!	2400	942b927d-3d7c-4e5e-a612-ff52521a03d3-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	426	noch unbestimmt !!!			36.82400	unbekannt		ICBN		Asia	
Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m	B	30.33700	Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	2400	182cd2cf-9f41-4ad7-b556-3d495a5c3e5b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	427	Centaurea	pichleri	Asterales	36.82400	Asteraceae	extrarosularis	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m	B	30.33700	Tragopogon olympicus Boiss.	2400	51e8c308-24c6-46ff-9ad6-2c62a3576781-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	428	Tragopogon	olympicus	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Ajuga chamaepitys subsp. mesogitana (Boiss.) Bornm.	2500	592efb60-aab5-4615-9370-485fc19fe314-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	429	Ajuga	chamaepitys	Lamiales	36.82400	Lamiaceae	mesogitana	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m	B	30.33700	Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	2490	bc144a8a-993e-46bb-824a-8e19ee39bc02-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	430	Asyneuma	virgatum	Campanulales	36.82400	Campanulaceae	cichoriiforme	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Arenaria serpyllifolia L.	2500	7da3a1c6-4537-4d75-9503-b1b86baa54a4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	431	Arenaria	serpyllifolia	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Arenaria serpyllifolia L.	2400	1dbdf4f1-d5d9-4328-b0cc-d594264c896b-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	431x41	Arenaria	serpyllifolia	Caryophyllales	36.82400	Caryophyllaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2490m	B	30.33700	Koeleria macrantha (Ledeb.) Schult.	2490	5f8faff9-453b-4acf-a23f-61d82c0fdfae-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	432	Koeleria	macrantha	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	B	30.33700	Nepeta spec.	2500	f9b07ef5-de30-4ff8-ae8e-586c12385246-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	433	Nepeta	spec.	Lamiales	36.82400	Lamiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	B	30.33700	Erysimum kotschyanum Gay	2450	0c0b677b-0055-497d-a04c-09c703d9c919-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	434	Erysimum	kotschyanum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Sakklikent, next to the observatory, 2400m	B	30.33700	Helichrysum plicatum subsp. isauricum Parolly	2400	db98966a-ce81-4c8a-a7fe-e8e61197221c-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	435	Helichrysum	plicatum	Asterales	36.82400	Asteraceae	isauricum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	2400	b5b1e6aa-281f-4f0a-8f9e-d86cb7a42654-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	436	Asyneuma	virgatum	Campanulales	36.82400	Campanulaceae	cichoriiforme	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Elytrigia divaricata (Boiss. & Balansa) Nevski	2400	3dcdeeb6-f873-47b6-bc0e-5307b6f91638-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	437	Elytrigia	divaricata	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m	B	30.33700	Elytrigia spec.	1950	d9d6ba98-3ca5-4e54-9cf2-8bf1b1619f7d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	437x46	Elytrigia	spec.	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Lactuca intricata Boiss.	2400	50c84683-375c-472a-89ba-e237cf07226d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	438	Lactuca	intricata	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Ornithogalum oligophyllum E.D.Clarke	2400	6b5729aa-0f7e-47e5-b81b-9b406c216782-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	439	Ornithogalum	oligophyllum	Liliales	36.82400	Liliaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Festuca elwendiana Markgr.-Dann.	2400	d52ae80c-e52e-43f3-a9f7-f81c80b14f77-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	440	Festuca	elwendiana	Cyperales	36.82400	Poaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Cruciata taurica (Pall. ex Willd.) Ehrend.	2400	93836f9f-308f-41e9-81b3-0c639f2619b2-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	441	Cruciata	taurica	Rubiales	36.82400	Rubiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Euphorbia pestalozzae Boiss.	2400	cc16c69a-bd26-475d-9f5d-eecd05d6436f-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	442	Euphorbia	pestalozzae	Euphorbiales	36.82400	Euphorbiaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Allium scorodoprasum subsp. rotundum (L.) Stearn	2400	736c2590-41d5-472d-a33a-0bf03e7d30a1-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	443	Allium	scorodoprasum	Liliales	36.82400	Liliaceae	rotundum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Veronica cuneifolia subsp. isaurica P.H.Davis	2400	ef8e2855-e3a7-4182-8aa0-5c5afc26cfa6-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	444	Veronica	cuneifolia	Scrophulariales	36.82400	Scrophulariaceae	isaurica	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Fritillaria cf. crassifolia Boiss. & Huet	2400	965bcf53-8887-4015-a378-a9bffee48000-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	445	Fritillaria	cf. crassifolia	Liliales	36.82400	Liliaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Bupleurum falcatum subsp. persicum (Boiss.) Koso-Pol.	2400	169e87ed-abfa-4f9c-9f5d-dd2f2e474809-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	446	Bupleurum	falcatum	Apiales	36.82400	Apiaceae	persicum	ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Aethionema cordatum (Desf.) Boiss.	2400	d3a8365f-211c-4de3-8b04-c564e84d478d-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	447	Aethionema	cordatum	Capparales	36.82400	Brassicaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Campanula stricta var. stricta	2400	727da494-d21f-4840-8bcf-076418fc27d8-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	448	Campanula	stricta	Campanulales	36.82400	Campanulaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Nepeta nuda subsp. albiflora (Boiss.) Gams	2400	99c2e498-dd5d-4341-81e5-e1817734f3f9-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	449	Nepeta	nuda	Lamiales	36.82400	Lamiaceae	albiflora	ICBN	Magnoliophyta	Asia	
Sandras Dagi above Agla, Çiçekbaba Tepesi, 1780m	B	28.80000	Ornithogalum alpigenum Stapf	1780	3d3bc53f-a4b6-41a5-b92e-919104e16ae4-FOO	Plantae	BGBM	PreservedSpecimen		TR	Mugla	45	Ornithogalum	alpigenum	Liliales	37.07000	Liliaceae		ICBN	Magnoliophyta	Asia	
Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m	B	30.33700	Tragopogon olympicus Boiss.	2400	58ef7eae-d8e1-488f-8534-ba31e1d69902-FOO	Plantae	BGBM	PreservedSpecimen		TR	Antalya	450	Tragopogon	olympicus	Asterales	36.82400	Asteraceae		ICBN	Magnoliophyta	Asia	
