"GUID","MODIFIED","LINK","SOURCE_ID","NOMENCLATURAL_CODE","SCIENTIFIC_NAME","LOCALITY","ORDER","CATALOG_NUMBER","GENUS","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","PHYLUM","INSTITUTION_CODE","DECIMAL_LATITUDE","CLASS","SPECIFIC_EPITHET","COLLECTION_CODE","DECIMAL_LONGITUDE"
"787ebf9c-4efa-4d09-b775-f2e54e1efbb2-FOO",,"http://localhost:8080/occ/787ebf9c-4efa-4d09-b775-f2e54e1efbb2-FOO","1321","ICBN","Dianthus goerkii Hartvig & Strid","Aladaglari, northern part (?Black Aladaglari?), 2450m","Caryophyllales","1321","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"goerkii","B","35.15200"
"f191dfd2-d009-4868-9c21-8cbe88010614-FOO",,"http://localhost:8080/occ/f191dfd2-d009-4868-9c21-8cbe88010614-FOO","1322","ICBN","Stylidium pilosum Labill.","Aladaglari, northern part (?Black Aladaglari?), 2450m","Cyperales","1322","Stylidium","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"pilosum","B","35.15200"
"0ed8a357-ddc8-4327-9402-f321b0691eba-FOO",,"http://localhost:8080/occ/0ed8a357-ddc8-4327-9402-f321b0691eba-FOO","1322x122","ICBN","noch unbestimmt !!!","Aladaglari, northern part (?Black Aladaglari?), 2310m",,"1322x122","noch unbestimmt !!!","Asia","PreservedSpecimen",,"unbekannt","TR","Plantae","Nigde","2310",,"BGBM","37.90000",,,"B","35.15200"
"919f03b0-381e-4333-ba6a-0bb9da086592-FOO",,"http://localhost:8080/occ/919f03b0-381e-4333-ba6a-0bb9da086592-FOO","1323","ICBN","Astragalus lanatus Lab.","Aladaglari, northern part (?Black Aladaglari?), 2450m","Fabales","1323","Astragalus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"lanatus","B","35.15200"
"18e16cd7-aed6-4184-89b8-41e2bac05a5b-FOO",,"http://localhost:8080/occ/18e16cd7-aed6-4184-89b8-41e2bac05a5b-FOO","1323x122","ICBN","Astragalus haussknechtii Bunge","Aladaglari, northern part (?Black Aladaglari?), 2310m","Fabales","1323x122","Astragalus","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"haussknechtii","B","35.15200"
"ecd32fcc-2515-4fea-8ebc-e768bb83ac8e-FOO",,"http://localhost:8080/occ/ecd32fcc-2515-4fea-8ebc-e768bb83ac8e-FOO","1324","ICBN","Thesium billardieri Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2450m","Santalales","1324","Thesium","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"billardieri","B","35.15200"
"7fb333d8-ea7a-4f18-8c2c-13564e4befce-FOO",,"http://localhost:8080/occ/7fb333d8-ea7a-4f18-8c2c-13564e4befce-FOO","1324x122","ICBN","Thesium billardieri Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2310m","Santalales","1324x122","Thesium","Asia","PreservedSpecimen",,"Santalaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"billardieri","B","35.15200"
"2400e23a-ef17-4771-a65d-7f69957f17d2-FOO",,"http://localhost:8080/occ/2400e23a-ef17-4771-a65d-7f69957f17d2-FOO","1325","ICBN","Campanula stricta var. libanotica (A. DC.) Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2400m","Campanulales","1325","Campanula","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"stricta","B","35.15200"
"ed7c25ae-1b3f-4930-8d55-12f1f799a26d-FOO",,"http://localhost:8080/occ/ed7c25ae-1b3f-4930-8d55-12f1f799a26d-FOO","1326","ICBN","Aethionema iberideum (Boiss.) Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2400m","Capparales","1326","Aethionema","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"iberideum","B","35.15200"
"bccb6429-0f74-4003-8185-55d4096d2c7d-FOO",,"http://localhost:8080/occ/bccb6429-0f74-4003-8185-55d4096d2c7d-FOO","1327","ICBN","Aethionema stylosum DC.","Aladaglari, northern part (?Black Aladaglari?), 2400m","Capparales","1327","Aethionema","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"stylosum","B","35.15200"
"06cdbd94-fbd4-4f14-8d83-dcb1b308236e-FOO",,"http://localhost:8080/occ/06cdbd94-fbd4-4f14-8d83-dcb1b308236e-FOO","1328","ICBN","Festuca valesiaca Schleicher ex Gaudin","Aladaglari, northern part (?Black Aladaglari?), 2450m","Cyperales","1328","Festuca","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"valesiaca","B","35.15200"
"ddaf8b96-bd09-4e3f-9ffe-f4df9ee2e686-FOO",,"http://localhost:8080/occ/ddaf8b96-bd09-4e3f-9ffe-f4df9ee2e686-FOO","1329","ICBN","Festuca anatolica subsp. anatolica","Aladaglari, northern part (?Black Aladaglari?), 2450m","Cyperales","1329","Festuca","Asia","PreservedSpecimen","anatolica","Poaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"anatolica","B","35.15200"
"733f7e41-7857-42a4-b3c0-e63a44cb8b51-FOO",,"http://localhost:8080/occ/733f7e41-7857-42a4-b3c0-e63a44cb8b51-FOO","133","ICBN","Geranium tuberosum subsp. tuberosum","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2500m","Geraniales","133","Geranium","Asia","PreservedSpecimen","tuberosum","Geraniaceae","TR","Plantae","Mugla","2500","Magnoliophyta","BGBM","36.56300",,"tuberosum","B","29.63000"
"2441389c-daa6-4acc-97a8-acfcd9ce74e1-FOO",,"http://localhost:8080/occ/2441389c-daa6-4acc-97a8-acfcd9ce74e1-FOO","1330","ICBN","Allium tauricola Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2450m","Liliales","1330","Allium","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Nigde","2450","Magnoliophyta","BGBM","37.90000",,"tauricola","B","35.15200"
"ca38a341-097c-4533-aeb2-4193cdb7f149-FOO",,"http://localhost:8080/occ/ca38a341-097c-4533-aeb2-4193cdb7f149-FOO","1331","ICBN","Aethionema iberideum (Boiss.) Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2400m","Capparales","1331","Aethionema","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"iberideum","B","35.15200"
"7aa34ae2-7af1-489a-9f86-b45fa8f01777-FOO",,"http://localhost:8080/occ/7aa34ae2-7af1-489a-9f86-b45fa8f01777-FOO","1332","ICBN","Koeleria macrantha (Ledeb.) Schult.","Aladaglari, northern part (?Black Aladaglari?), 2400m","Cyperales","1332","Koeleria","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"macrantha","B","35.15200"
"f56c3d89-6874-4cc8-8750-4c6fe186b8b9-FOO",,"http://localhost:8080/occ/f56c3d89-6874-4cc8-8750-4c6fe186b8b9-FOO","1333","ICBN","Erodium cedrorum subsp. cedrorum","Aladaglari, northern part (?Black Aladaglari?), 2400m","Geraniales","1333","Erodium","Asia","PreservedSpecimen","cedrorum","Geraniaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"cedrorum","B","35.15200"
"8ff4086e-9a92-4b5c-96d9-843944e45bde-FOO",,"http://localhost:8080/occ/8ff4086e-9a92-4b5c-96d9-843944e45bde-FOO","1334","ICBN","Euphorbia herniariifolia var. glaberrima Hal.","Aladaglari, northern part (?Black Aladaglari?), 2310m","Euphorbiales","1334","Euphorbia","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"herniariifolia","B","35.15200"
"dd4f6903-a73d-44e4-9d85-cfa79729057f-FOO",,"http://localhost:8080/occ/dd4f6903-a73d-44e4-9d85-cfa79729057f-FOO","1335","ICBN","Astragalus angustifolius subsp. angustifolius","Aladaglari, northern part (?Black Aladaglari?), 2400m","Fabales","1335","Astragalus","Asia","PreservedSpecimen","angustifolius","Fabaceae","TR","Plantae","Nigde","2400","Magnoliophyta","BGBM","37.90000",,"angustifolius","B","35.15200"
"c0f65a96-1440-4044-9acd-3f3a645f9574-FOO",,"http://localhost:8080/occ/c0f65a96-1440-4044-9acd-3f3a645f9574-FOO","1336","ICBN","Papaver polychaetum Schott & Kotschy","Aladaglari, northern part (?Black Aladaglari?), 2310m","Papaverales","1336","Papaver","Asia","PreservedSpecimen",,"Papaveraceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"polychaetum","B","35.15200"
"8368ae4b-e19c-483b-b8b7-66ff406cbb1b-FOO",,"http://localhost:8080/occ/8368ae4b-e19c-483b-b8b7-66ff406cbb1b-FOO","1337","ICBN","Dianthus floribundus Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2310m","Caryophyllales","1337","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"floribundus","B","35.15200"
"fce84a48-e7e7-48ca-82bc-05f232b851e2-FOO",,"http://localhost:8080/occ/fce84a48-e7e7-48ca-82bc-05f232b851e2-FOO","1338","ICBN","Astragalus spec.","Aladaglari, northern part (?Black Aladaglari?), 2310m","Fabales","1338","Astragalus","Asia","PreservedSpecimen","2","Fabaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"spec.","B","35.15200"
"82a35127-ba7d-4d1e-ab5e-3bfa5c640ee4-FOO",,"http://localhost:8080/occ/82a35127-ba7d-4d1e-ab5e-3bfa5c640ee4-FOO","1339","ICBN","Cotoneaster nummularia J.C.Fisch. & C.A.Mey.","Aladaglari, northern part (?Black Aladaglari?), 2310m","Rosales","1339","Cotoneaster","Asia","PreservedSpecimen",,"Rosaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"nummularia","B","35.15200"
"5897cd3b-6dd0-4408-818e-c54f903839fd-FOO",,"http://localhost:8080/occ/5897cd3b-6dd0-4408-818e-c54f903839fd-FOO","133x20","ICBN","Ranunculus brevifolius Ten.","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Ranunculales","133x20","Ranunculus","Asia","PreservedSpecimen",,"Ranunculaceae","TR","Plantae","Antalya","2250","Magnoliophyta","BGBM","36.60000",,"brevifolius","B","30.10000"
"9ad1aaaf-4c08-447b-be72-663f0ed1d2cc-FOO",,"http://localhost:8080/occ/9ad1aaaf-4c08-447b-be72-663f0ed1d2cc-FOO","134","ICBN","Corydalis cf. erdelii Zucc.","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2500m","Papaverales","134","Corydalis","Asia","PreservedSpecimen",,"Papaveraceae","TR","Plantae","Mugla","2500","Magnoliophyta","BGBM","36.56300",,"cf. erdelii","B","29.63000"
"ae1bd6e6-a026-41e6-9105-85c27aba785f-FOO",,"http://localhost:8080/occ/ae1bd6e6-a026-41e6-9105-85c27aba785f-FOO","1340","ICBN","Asphodeline taurica (Pall.) Kunth","Aladaglari, northern part (?Black Aladaglari?), 2310m","Liliales","1340","Asphodeline","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Nigde","2310","Magnoliophyta","BGBM","37.90000",,"taurica","B","35.15200"
"5d71510f-bcb9-4c99-b3f9-b96036b0e449-FOO",,"http://localhost:8080/occ/5d71510f-bcb9-4c99-b3f9-b96036b0e449-FOO","1341","ICBN","Centaurea reuterana var. phrygia Bornm.","Aladaglari, northern part (?Black Aladaglari?), 2300m","Asterales","1341","Centaurea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2300","Magnoliophyta","BGBM","37.90000",,"reuterana","B","35.15200"
"97780c05-2120-4983-917f-b95289105740-FOO",,"http://localhost:8080/occ/97780c05-2120-4983-917f-b95289105740-FOO","1342","ICBN","Phlomis capitata Boiss.","Aladaglari, northern part (?Black Aladaglari?), 2300m","Lamiales","1342","Phlomis","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2300","Magnoliophyta","BGBM","37.90000",,"capitata","B","35.15200"
"6688d09b-9193-4cd0-afaa-14dcc1b4bbcb-FOO",,"http://localhost:8080/occ/6688d09b-9193-4cd0-afaa-14dcc1b4bbcb-FOO","1343","ICBN","Salvia absconditiflora Greuter & Burdet","Aladaglari, Kayacik DeresiKara�ik Derese, 2400m","Lamiales","1343","Salvia","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"absconditiflora","B","35.12990"
"e0dee509-60ad-42e0-babe-5e63e06b9878-FOO",,"http://localhost:8080/occ/e0dee509-60ad-42e0-babe-5e63e06b9878-FOO","1353","ICBN","Aethionema iberideum (Boiss.) Boiss.","Aladaglari, Kayacik DeresiKara�ik Derese, 2400m","Capparales","1353","Aethionema","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"iberideum","B","35.12990"
"7e304102-4c31-4ce1-9cd4-9a4e8a34aad4-FOO",,"http://localhost:8080/occ/7e304102-4c31-4ce1-9cd4-9a4e8a34aad4-FOO","136","ICBN","Galium incanum subsp. elatius (Boiss.) Ehrend.","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2400m","Rubiales","136","Galium","Asia","PreservedSpecimen","elatius","Rubiaceae","TR","Plantae","Mugla","2400","Magnoliophyta","BGBM","36.56300",,"incanum","B","29.63000"
"9a1d780e-1ddd-442e-9d19-aec8d7065d46-FOO",,"http://localhost:8080/occ/9a1d780e-1ddd-442e-9d19-aec8d7065d46-FOO","137","ICBN","Allium spec.","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2400m","Liliales","137","Allium","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Mugla","2400","Magnoliophyta","BGBM","36.56300",,"spec.","B","29.63000"
"daf825d4-a165-4b6f-aa5f-3cd2e901afcd-FOO",,"http://localhost:8080/occ/daf825d4-a165-4b6f-aa5f-3cd2e901afcd-FOO","139","ICBN","Festuca pinifolia var. pinifolia","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2400m","Cyperales","139","Festuca","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Mugla","2400","Magnoliophyta","BGBM","36.56300",,"pinifolia","B","29.63000"
"e9f24d3c-7b13-4b31-b7d6-0cad855e339d-FOO",,"http://localhost:8080/occ/e9f24d3c-7b13-4b31-b7d6-0cad855e339d-FOO","14","ICBN","Teucrium sandrasicum O.Schwarz","Sandras Dagi above Agla, �i�ekbaba Tepesi, 1150m","Lamiales","14","Teucrium","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Mugla","1150","Magnoliophyta","BGBM","37.07000",,"sandrasicum","B","28.80000"
"34d67a83-3c6e-4549-a96d-a27062673035-FOO",,"http://localhost:8080/occ/34d67a83-3c6e-4549-a96d-a27062673035-FOO","140","ICBN","Geranium tuberosum subsp. tuberosum","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2400m","Geraniales","140","Geranium","Asia","PreservedSpecimen","tuberosum","Geraniaceae","TR","Plantae","Mugla","2400","Magnoliophyta","BGBM","36.56300",,"tuberosum","B","29.63000"
"1badf102-4e32-4925-8cf7-eba931cbf622-FOO",,"http://localhost:8080/occ/1badf102-4e32-4925-8cf7-eba931cbf622-FOO","1400","ICBN","Crepis willdenowii Czerep.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asterales","1400","Crepis","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"willdenowii","B","35.12990"
"f97df894-6798-4288-b548-4afbb3e37411-FOO",,"http://localhost:8080/occ/f97df894-6798-4288-b548-4afbb3e37411-FOO","1400x131","ICBN","Crepis willdenowii Czerep.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Asterales","1400x131","Crepis","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2490","Magnoliophyta","BGBM","37.82980",,"willdenowii","B","35.12990"
"d587e846-f741-48b5-b6c7-63e7ccbff0fd-FOO",,"http://localhost:8080/occ/d587e846-f741-48b5-b6c7-63e7ccbff0fd-FOO","1401","ICBN","Linum obtusatum (Boiss.) Stapf","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Linales","1401","Linum","Asia","PreservedSpecimen",,"Linaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"obtusatum","B","35.12990"
"180c7be7-c42a-4aff-93a8-c7c9b84211cc-FOO",,"http://localhost:8080/occ/180c7be7-c42a-4aff-93a8-c7c9b84211cc-FOO","1402","ICBN","Asyneuma limonifolium subsp. limonifolium","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Campanulales","1402","Asyneuma","Asia","PreservedSpecimen","limonifolium","Campanulaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"limonifolium","B","35.12990"
"b6737aed-5dac-41d4-bc31-2c5bd6fcdade-FOO",,"http://localhost:8080/occ/b6737aed-5dac-41d4-bc31-2c5bd6fcdade-FOO","1403","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Rubiales","1403","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"stricta","B","35.12990"
"a29b252b-0ba7-4783-9467-638ec2e3093a-FOO",,"http://localhost:8080/occ/a29b252b-0ba7-4783-9467-638ec2e3093a-FOO","1403x131","ICBN","Asperula stricta subsp. grandiflora Sch�nb.-Tem.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Rubiales","1403x131","Asperula","Asia","PreservedSpecimen","grandiflora","Rubiaceae","TR","Plantae","Adana","2490","Magnoliophyta","BGBM","37.82980",,"stricta","B","35.12990"
"6137a6ae-1205-4c58-9318-3fca24688369-FOO",,"http://localhost:8080/occ/6137a6ae-1205-4c58-9318-3fca24688369-FOO","1404","ICBN","Dianthus zonatus var. zonatus","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Caryophyllales","1404","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"zonatus","B","35.12990"
"66a07231-dc04-48d7-b9e6-8199dd1c8fab-FOO",,"http://localhost:8080/occ/66a07231-dc04-48d7-b9e6-8199dd1c8fab-FOO","1404x131","ICBN","Dianthus zonatus var. zonatus","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Caryophyllales","1404x131","Dianthus","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2490","Magnoliophyta","BGBM","37.82980",,"zonatus","B","35.12990"
"c931977a-20d7-401a-9ffc-8582ba2a4682-FOO",,"http://localhost:8080/occ/c931977a-20d7-401a-9ffc-8582ba2a4682-FOO","1405","ICBN","Erysimum kotschyanum Gay","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Capparales","1405","Erysimum","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"kotschyanum","B","35.12990"
"c3f74b40-f6fe-49db-8d5f-71b472df4ea6-FOO",,"http://localhost:8080/occ/c3f74b40-f6fe-49db-8d5f-71b472df4ea6-FOO","1406","ICBN","Centaurea reuterana var. phrygia Bornm.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asterales","1406","Centaurea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"reuterana","B","35.12990"
"b90e6f18-6dd1-48a1-ba69-04f518c7a16c-FOO",,"http://localhost:8080/occ/b90e6f18-6dd1-48a1-ba69-04f518c7a16c-FOO","1406x135","ICBN","Centaurea reuterana var. phrygia Bornm.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Asterales","1406x135","Centaurea","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Adana","2600","Magnoliophyta","BGBM","37.82980",,"reuterana","B","35.12990"
"b941631c-09e0-47ac-8ca5-b5364a646021-FOO",,"http://localhost:8080/occ/b941631c-09e0-47ac-8ca5-b5364a646021-FOO","1407","ICBN","Arenaria acerosa Boiss.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Caryophyllales","1407","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"acerosa","B","35.12990"
"4c7a9011-38dc-4daf-99ff-c39c63a72c92-FOO",,"http://localhost:8080/occ/4c7a9011-38dc-4daf-99ff-c39c63a72c92-FOO","1407x133","ICBN","Asyneuma lobelioides (Willd.) Hand.-Mazz.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m","Campanulales","1407x133","Asyneuma","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Adana","2510","Magnoliophyta","BGBM","37.82980",,"lobelioides","B","35.12990"
"42198c84-42a0-432c-9372-e99185cd6ed8-FOO",,"http://localhost:8080/occ/42198c84-42a0-432c-9372-e99185cd6ed8-FOO","1408","ICBN","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Apiales","1408","Pimpinella","Asia","PreservedSpecimen","lithophila","Apiaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"tragium","B","35.12990"
"4c5f96f6-f53a-45bd-a39e-51feb6064833-FOO",,"http://localhost:8080/occ/4c5f96f6-f53a-45bd-a39e-51feb6064833-FOO","1409","ICBN","Iberis simplex DC.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Capparales","1409","Iberis","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"simplex","B","35.12990"
"089f75e6-375d-4e9a-b137-9717c7285579-FOO",,"http://localhost:8080/occ/089f75e6-375d-4e9a-b137-9717c7285579-FOO","141","ICBN","Euphorbia herniariifolia var. glaberrima Hal.","Lycian Akdaglari above G�mbe, above Subasi Yayla, 2400m","Euphorbiales","141","Euphorbia","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Mugla","2400","Magnoliophyta","BGBM","36.56300",,"herniariifolia","B","29.63000"
"1c9d4979-af0d-42d6-b199-b83eba3056d6-FOO",,"http://localhost:8080/occ/1c9d4979-af0d-42d6-b199-b83eba3056d6-FOO","1410","ICBN","Cruciata taurica (Pall. ex Willd.) Ehrend.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Rubiales","1410","Cruciata","Asia","PreservedSpecimen",,"Rubiaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"taurica","B","35.12990"
"e17ac285-5f31-4fe9-b835-8e8be543f207-FOO",,"http://localhost:8080/occ/e17ac285-5f31-4fe9-b835-8e8be543f207-FOO","1411","ICBN","Helianthemum oelandicum subsp. canum (L.) Bonnier","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Violales","1411","Helianthemum","Asia","PreservedSpecimen","canum","Cistaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"oelandicum","B","35.12990"
"99829eff-a298-4815-9ce0-1f0a8bdbb933-FOO",,"http://localhost:8080/occ/99829eff-a298-4815-9ce0-1f0a8bdbb933-FOO","1412","ICBN","Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Caryophyllales","1412","Silene","Asia","PreservedSpecimen","cf. masmenaea","Caryophyllaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"caryophylloides","B","35.12990"
"befd4f65-c548-4382-ab74-d9b319524bf4-FOO",,"http://localhost:8080/occ/befd4f65-c548-4382-ab74-d9b319524bf4-FOO","1413","ICBN","Jurinella moschus subsp. moschus","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asterales","1413","Jurinella","Asia","PreservedSpecimen","moschus","Asteraceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"moschus","B","35.12990"
"10dcb0ce-dbc8-4b31-94a0-9fcd0ebb822e-FOO",,"http://localhost:8080/occ/10dcb0ce-dbc8-4b31-94a0-9fcd0ebb822e-FOO","1414","ICBN","Arenaria ledebouriana var. ledebouriana","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Caryophyllales","1414","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"ledebouriana","B","35.12990"
"14903731-9d2d-4a8d-8beb-2f2ba92313de-FOO",,"http://localhost:8080/occ/14903731-9d2d-4a8d-8beb-2f2ba92313de-FOO","1414x131","ICBN","Arenaria ledebouriana var. ledebouriana","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Caryophyllales","1414x131","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2490","Magnoliophyta","BGBM","37.82980",,"ledebouriana","B","35.12990"
"b972784c-325c-4baa-9319-6fbf2269ffca-FOO",,"http://localhost:8080/occ/b972784c-325c-4baa-9319-6fbf2269ffca-FOO","1414x135","ICBN","Arenaria ledebouriana var. ledebouriana","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m","Caryophyllales","1414x135","Arenaria","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Adana","2600","Magnoliophyta","BGBM","37.82980",,"ledebouriana","B","35.12990"
"fb50ad03-11eb-445b-909e-3be701f264ea-FOO",,"http://localhost:8080/occ/fb50ad03-11eb-445b-909e-3be701f264ea-FOO","1415","ICBN","Bupleurum falcatum subsp. cernuum (Ten.) Arc.","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Apiales","1415","Bupleurum","Asia","PreservedSpecimen","cernuum","Apiaceae","TR","Plantae","Adana","2400","Magnoliophyta","BGBM","37.82980",,"falcatum","B","35.12990"
